title,price,rooms,mtts,floor,link,description
"
Piso en avenida de Portugal, Garrido sur, Salamanca
",280.000,4 hab.,153 m²,Planta 6ª exterior con ascensor,/inmueble/100707643/,"
TORREVIAL, vende amplia vivienda en el cruce de Avd. Portugal con Paseo de la Estación. Muy luminosa, exterior, con garaje y trastero incluidos en el precio. Consta de cuatro dormitorios (dos exteriores), gran salón con salida a balcón, dos baños completos y cocina con galería cerrada.
Este anuncio
"
"
Piso en calle Soledad, San Esteban-San Cristobal, Salamanca
",170.000,3 hab.,98 m²,Planta 3ª exterior sin ascensor,/inmueble/99785129/,"
Se vende magnífico piso en el centro de Salamanca.
El inmueble tiene una superficie aproximada de 98m² que se distribuye en, salón amplio con balcón, cocina completamente equipada con despensa y salida a la galería, tres dormitorios amplios, baño completo con plato de ducha, trastero/despensa y lava
"
"
Piso en Tomillar, Pizarrales, Salamanca
",158.000,4 hab.,102 m²,Planta 2ª exterior con ascensor,/inmueble/100654005/,"
INTERESANTE. Principio de la Carretera de ledesma, junto a la avenida de villamayor. Vivienda de cuatro dormitorios, salón con balcón, cocina con acceso a galería y dos baños ( baño y aseo). La calefacción es central. Cuenta además con plaza de garaje incluida en el precio. Es ideal como vivienda ha
"
"
Piso en calle Magallanes, Estación, Salamanca
",298.000,3 hab.,96 m²,Planta 2ª exterior con ascensor,/inmueble/101480863/,"
PIMA INMOBILIARIA, les ofrece en venta un fantastico piso a estrenar de tres dormitorios con amplios armarios empotrados, dos baños, uno con bañera y otro con plato de ducha, el dormitorio principal con baño incorporado.
Salón con aire acondicionado y balcón a la calle.
Cocina completamente amueblad
"
"
Piso en calle Sánchez Llevot, Labradores, Salamanca
",298.000,3 hab.,143 m²,Planta 7ª exterior con ascensor,/inmueble/100567439/,"
Inmobiliaria Cylar te ofrece un piso en venta en pleno centro de Salamanca, a menos de 100m de la Puerta de Zamora.
¿Soñabas con vivir en pleno centro de la ciudad de Salamanca? Te cuento por qué es ideal para ti.
Es el lugar perfecto, está en pleno centro, a pocos metros de la calle Toro, la calle
"
"
Piso en avenida de Federico Anaya, Chinchibarra, Salamanca
",164.500,6 hab.,145 m²,Planta 2ª exterior con ascensor,/inmueble/102013603/,"
""HOMYFLAT SALAMANCA VENDE, SIN COMISIONES DE AGENCIA""
Vende este piso de 6 dormitorios con un fantástico balcón, exterior en Federico Anaya a 10 minutos caminando de la Plaza Mayor. Junto al Corte Inglés.
CARACTERISTICAS PRICIPALES DE LA VIVIENDA:
Piso de 145m2 Construidos, 120 m2 Útiles, Cocina
"
"
Piso en plaza de España nº7, 37001, Estación, Salamanca
",597.000,3 hab.,237 m²,Planta 3ª exterior con ascensor,/inmueble/99483767/,"
PIMA INMOBILIARIA Ofrece en venta un magnifico piso, en pleno centro, en Plaza de España una de las mejores zonas de la ciudad, rodeado de jardines y todo tipo de servicios.
En un emblematico edificio con una estupenda cosntrucción con fachada de piedra de Villamayor.
La vivienda tiene una superfici
"
"
Piso en Capuchinos-Glorieta-C. Jardín, Salamanca
",129.000,2 hab.,77 m²,Bajo con ascensor,/inmueble/102038582/,"
Santasan inmobiliaria vende preciosa vivienda en carrefour, consta de 60m cuadrados útiles y esta distribuida en salón, 2 dormitorios, cocina con salida a patio de 15m totalmente equipada y baño con ventana. Tiene 4 armarios empotrados-2 en cada dormitorio. Servicios individuales. Edificio sin barre
"
"
Piso en Centro, Salamanca
",272.000,2 hab.,93 m²,Planta 4ª exterior con ascensor,/inmueble/99024330/,"
Urbis te ofrece un piso en venta en pleno centro de Salamanca.
- ¿QUIERES LA CASA O LA INVERSIÓN IDEAL EN LA UBICACIÓN PERFECTA?
Al comprar esta vivienda te encontrarás en la posición perfecta para crear un hogar que se adapte a tus propios gustos, un hogar que podrás diseñar a tu medida, o bi
"
"
Piso en San Esteban-San Cristobal, Salamanca
",140.000,1 hab.,69 m²,Planta 1ª exterior con ascensor,/inmueble/88946759/,"
Se vende apartamento situado junto a gran vía, completamente exterior y perfecto para entrar a vivir. Distribuido en gran salón con balcón, cocina exterior totalmente reformada y equipada recientemente, baño reformado y a demás tres amplios armarios empotrados en la entrada, salón y dormitorio que h
"
"
Piso en Prosperidad - Delicias, Salamanca
",155.000,4 hab.,103 m²,Planta 3ª exterior con ascensor,/inmueble/101287009/,"
SE VENDE PISO EN PASEO DEL ROLLO.
Estupenda VIVIENDA, amplia y muy luminosa. Orientación sureste.
Distribuida en cuatro dormitorios, salón-comedor, cocina, baño y aseo.
Muy luminoso el salón con salida a balcón y dos dormitorios a fachada calle Palencia.
Cocina completamente amueblada, electrodom
"
"
Piso en Capuchinos-Glorieta-C. Jardín, Salamanca
",105.000,1 hab.,56 m²,Bajo exterior con ascensor,/inmueble/97148017/,"
Tardáguila Inmobiliaria pone a su disposición apartamento.
Distribuido en dormitorio, salón-comedor, cocina independiente y baño.
Tiene una superficie de 50 m2 útiles aprox.
Cuenta con un trastero, incluido en el precio.
Dispone de calefacción y agua caliente individual de gas natural.
Apartame
"
"
Piso en Barrio Blanco, Salamanca
",101.000,2 hab.,79 m²,Planta 2ª exterior sin ascensor,/inmueble/100748787/,"
Bonito piso en el Barrio Blanco, junto al colegio, perfecto para familias o parejas que busquen una vivienda para su día a día.
Sus 79 m2, crean un espacio cómodo y bien distribuido.
Dispone de 2 dormitorios, salón, cocina y un baño con ducha.
Un práctico y amplio salón con dos ambientes diferencia
"
"
Piso en Carmelitas, Salamanca
",215.000,4 hab.,136 m²,Planta 1ª exterior con ascensor,/inmueble/96347127/,"
Estupenda vivienda amplia en la Avenida Portugal junto al cruce del Paseo Doctor Torres Villarroel y de la Calle Álvaro Gil.
Distribuida en cuatro dormitorios (tres dormitorios dobles y uno simple), gran salón, cocina con despensa, un baño, un aseo (posibilidad de hacer un baño completo) y un trast
"
"
Piso en avenida Filiberto Villalobos, San Bernardo, Salamanca
",150.000,3 hab.,80 m²,Planta 3ª exterior con ascensor,/inmueble/101455946/,"
Piso en venta en Avenida Filiberto Villalobos.
La vivienda tiene una superficie aproximada de 80m², distribuidos en 3 dormitorios, salón con acceso a balcón, cocina con galería cubierta y baño.
Servicio centrales (gastos de comunidad: 110€).
Orientación Este.
Portal reformado recientemente, no hay d
"
"
Piso en calle Colombia, Rollo - Puente Ladrillo, Salamanca
",135.000,3 hab.,102 m²,Planta 2ª exterior con ascensor,/inmueble/99086482/,"
C/ Colombia piso de 3 dormitorios, salón, cocina, baño y aseo, calefacción central, ascensor, exterior, en buen estado de conservación, garaje...
"
"
Piso en La Platina-Hospital-Campus, Salamanca
",195.000,3 hab.,102 m²,Planta 3ª exterior con ascensor,/inmueble/101886993/,"
Se vende Piso para ENTRAR A VIVIR, en la Zona del Campus Universitario, junto a la Facultad de Comunicación, en Salamanca.
TODO EXTERIOR. Muy Luminoso.
La vivienda dispone de una superficie construida aproximada de unos 102m², distribuidos en tres dormitorios, dos baños (uno incluido en el dormitor
"
"
Piso en paseo de Canalejas, San Esteban-San Cristobal, Salamanca
",165.000,3 hab.,110 m²,Planta 4ª exterior con ascensor,/inmueble/99246989/,"
PIMA INMOBILIARIA Ofrece en venta en el Paseo de Canalejas, un estupendo piso con una superficie útil de 85m2, consta se salon de 24m2 con salida a un balcón, tres dormitorios dobles, un baño completo, cocina equipada con despensa y galeria cerrada.
La vivienda cuenta con servicios centrales, es ext
"
"
Piso en carretera Silvestre Sanchez Sierra, Capuchinos-Glorieta-C. Jardín, Salamanca
",280.000,3 hab.,92 m²,Planta 2ª exterior con ascensor,/inmueble/87297844/,"
REF: V029
alquileresensalamanca. com
Dpto. de Ventas.
Hermoso piso con altas calidades situado en Urbanización exclusiva de Salamanca, a nada del Pabellón Municipal y Parque Würzburg. Zona abierta con mucha vegetación, carril bici, servicios, e hipermercado Carrefour a 5 minutos.
La vivienda tiene
"
"
Piso en Vidal, Salamanca
",99.000,3 hab.,80 m²,Planta 4ª exterior,/inmueble/101733665/,"
Santasan inmobiliaria vende bonita vivienda en el barrio vidal en calle escultores, junto avda de salamanca, distribuida en 3 dormitorios, salón con salida a balcón, cocina totalmente equipada y baño con ventana. Todas las ventanas oscilobatientes de pvc y mosquiteras. Su estado es perfecto para ent
"
"
Piso en via Gran, San Esteban-San Cristobal, Salamanca
",370.000,2 hab.,154 m²,Planta 5ª exterior con ascensor,/inmueble/85974136/,"
Se vende PISO REFORMADO hace pocos años en la Gran Vía de Salamanca.
Altura con ascensor.
Dispone de una superficie útil aproximada de unos 120m² distribuidos en dos amplios dormitorios, cada uno con su baño incorporado, gran cocina equipada con zona office y salón de unos 30m² con salida a balcón.
"
"
Piso en Muñoz Torrero, Carmelitas, Salamanca
",315.000,3 hab.,129 m²,Planta 3ª exterior con ascensor,/inmueble/101020447/,"
CILLEROS INMOBILIARIA
PLAZA CARMELITAS
Preciosa vivienda para entrar a vivir todo exterior, tiene orientación sur y buena altura. Dispone de 3 dormitorios con 2 baños completos. armarios empotrados. Tiene una distribución preciosa.
Este anuncio puede contener errores, no es vinculante
En Cilleros
"
"
Piso en calle Palacio Valdés, Carmelitas, Salamanca
",170.000,3 hab.,90 m²,Planta 4ª exterior con ascensor,/inmueble/102091597/,"
Piso en exclusiva en Calle Palacio Valdés, entre la Plaza del Oeste y la Avenida de Villamayor.
Ideal como inversión, actualmente alquilado a estudiantes.
La vivienda tiene una superficie aproximada de 90m², distribuidos en 3 dormitorios, salón con acceso a balcón, cocina y baño.
Calefacción central
"
"
Piso en La Salle - Vistahermosa, Salamanca
",125.000,3 hab.,90 m²,Planta 1ª exterior con ascensor,/inmueble/101747356/,"
¡OPORTUNIDAD EN ZONA LOS ALCALDES! 1ª planta con ascensor. Piso de 90 m2 con 3 dormitorios con armarios empotrados y dos baños (uno con bañera y uno con ducha), salón comedor y cocina independiente con acceso a patio de 15 m Incluída plaza de garaje con acceso directo desde el ascensor. Calefacción
"
"
Casa o chalet independiente en San José - Parador - Zurguen, Salamanca
",225.000,3 hab.,190 m²,,/inmueble/100722439/,"
¡CASA UNIFAMILIAR! CASA DE NUEVA CONSTRUCCIÓN FALTA DE REMATAR FACHADA Y PAREDES DE LA TERRAZA. 190 m2.
3 habitaciones, dos baños(uno de los baños tipo suite). Bodega y Garaje para dos coches. Persiana de aluminio climalit (motorizada) Calefacción suelo radiante de gas natural. Suelos de cerámica. P
"
"
Piso en calle Jesús Arambarri, Rollo - Puente Ladrillo, Salamanca
",120.000,2 hab.,70 m²,Planta 2ª exterior con ascensor,/inmueble/101865364/,"
Vivienda de 60 m2 útiles distribuidos en dos dormitorios con armarios empotrados, cocina amueblada y equipada, salón y baño. Plaza de garaje. Servicios individuales. Puerta blindada, puertas en cerezo. Terraza por cocina. Altura 2ª. Suelos de tarima. Zona comunitaria ajardinada. Certificado energéti
"
"
Piso en Prosperidad - Delicias, Salamanca
",192.000,7 hab.,118 m²,Planta 2ª exterior con ascensor,/inmueble/85535524/,"
SE VENDE PISO JUNTO PARQUE LA ALAMEDILLA.
Estupenda VIVIENDA AL LADO DE LOS PARQUES ALAMEDILLA Y PICASSO.
AMPLIA LUMINOSA Y MUY BIEN DISTRIBUIDA.
Totalmente reformada recientemente.
Distribuida en cuatro dormitorios, salón, cocina y dos baños.
Muy luminoso el salón y un dormitorio da a la ca
"
"
Piso en calle Nueva Zelanda, Rollo - Puente Ladrillo, Salamanca
",149.000,3 hab.,85 m²,Planta 5ª exterior con ascensor,/inmueble/99959881/,"
Vivienda totalmente amueblada y equipada distribuida en tres dormitorios, dos de ellos amplios y con armarios empotrados, cocina equipada y con galería. Amplio salón con salida a balcón. Baño y aseo. Plaza de garaje cerrada opcional. Altura 5ª. Ascensor. Calefacción Central, Agua caliente a través d
"
"
Piso en Rollo - Puente Ladrillo, Salamanca
",110.000,2 hab.,70 m²,Planta 1ª interior con ascensor,/inmueble/101662424/,"
Urbis te ofrece un piso en venta en zona El Rollo-Parque Picasso, Salamanca.
Tentador piso en Salamanca, El Rollo-Parque Picasso: 70.00 m² de confort y estilo de vida excepcionales. Este encantador hogar cuenta con una habitación doble y una habitación sencilla, ambos interiores pero con acceso a u
"
"
Piso en Centro, Salamanca
",320.000,3 hab.,130 m²,Planta 3ª exterior con ascensor,/inmueble/101142853/,"
Urbis te ofrece un piso en venta en zona San Esteban, Salamanca.
¡Bienvenido/a a la descripción de este piso en el corazón de Salamanca! Este magnífico piso se encuentra en la zona de San Esteban, en pleno centro de la ciudad, rodeado de todos los servicios necesarios para una vida cómoda y confort
"
"
Piso en Labradores, Salamanca
",249.000,3 hab.,100 m²,Planta 5ª exterior con ascensor,/inmueble/97785931/,"
Urbis te ofrece un piso en venta en zona Labradores, Salamanca.
Si buscas un piso cerca del centro con muchas posibilidades, no te puedes perder este de 100 m² distribuido en salón, cocina independiente, tres dormitorios y un baño con ducha, puesta hace poco tiempo. También dispone de balcón.
"
"
Piso en Chinchibarra, Salamanca
",164.995,6 hab.,138 m²,Planta 2ª exterior con ascensor,/inmueble/98153783/,"
Urbis te ofrece un piso en venta en zona Garrido Norte, Salamanca.
Si buscas un piso para reformarlo a tu gusto, te traemos este en la zona Garrido Sur con 138 m², y distribuido en salón, cocina independiente y equipada, seis dormitorios, tres de ellos dobles, y dos baños, uno con bañera y otro c
"
"
Piso en Rollo - Puente Ladrillo, Salamanca
",125.000,2 hab.,75 m²,Planta 2ª exterior con ascensor,/inmueble/102208588/,"
INMOBILIARIA UNA Y MIL vende una fantástica oportunidad para aquellos que buscan un lugar especial para tener su hogar soñado.
Piso listo para entrar a vivir, ubicado en LOS TORESES, 2º con ascensor con portal totalmente accesible sin barreras arquitectónicas.
Cuenta con una superficie útil bien
"
"
Piso en plaza del Poeta Iglesias, Centro, Salamanca
",350.000,5 hab.,160 m²,Planta 2ª exterior sin ascensor,/inmueble/99006826/,"
Inmobank vende una primera planta de edificio al lado de Plaza Mayor. Esta distribuida en dos viviendas independientes. Ideal para inversión. Posibilidad de dejar una vivienda única en el centro de la ciudad. Muchas posibilidades. Disponemos de una amplia cartera de propiedades para vender, consulta
"
"
Piso en avenida de los Comuneros, Estación, Salamanca
",268.000,5 hab.,110 m²,Planta 7ª exterior con ascensor,/inmueble/100835372/,"
Avda. Comuneros ( Alamedilla) piso de 5 dormitorios, salón, cocina, 2 baños, calefacción, ascensor, exterior, muy luminoso, para reformar, garaje...
"
"
Piso en pozo Amarillo, Centro, Salamanca
",299.000,4 hab.,135 m²,Planta 2ª exterior con ascensor,/inmueble/82515044/,"
Vivienda en una de las mejores zonas de Salamanca, finca señorial, con doble ascensor, servicio de portería, doble puerta de acceso, y posibilidad de plaza de garaje en el mismo edificio.
Se trata de una vivienda, bien conservada, pero de origen, ubicada en la calle Pozo Amarillo, distribuida en 4
"
"
Piso en Rollo - Puente Ladrillo, Salamanca
",130.000,2 hab.,75 m²,Planta 1ª exterior con ascensor,/inmueble/102210996/,"
Solución Inmobiliaria le ofrece una OPORTUNIDAD en zona Jesús Arambarri! Se vende piso bajo con altura, distribuido en dos dormitorios, 1 baño, amplio salón con salida a balcón, cocina totalmente amueblada y equipada con electrodomésticos. Todo exterior tanto a la calle como a las zonas comunitarias
"
"
Piso en Los ¨Tilos, Garrido norte, Salamanca
",112.000,4 hab.,93 m²,Planta 2ª exterior con ascensor,/inmueble/97295785/,"
En este coqueto piso encontrarás un salón, con 4 dormitorios, 2 de ellos con armario, uno de ellos se puede convertir en sala de estar u oficina, según tus deseos. También puede encontrar un baño con ducha, una cocina amplia con todos los electrodomésticos y una galería que da a un patio comunitario
"
"
Piso en plaza del Poeta Iglesias, Centro, Salamanca
",350.000,5 hab.,160 m²,Planta 2ª exterior sin ascensor,/inmueble/99006826/,"
Inmobank vende una primera planta de edificio al lado de Plaza Mayor. Esta distribuida en dos viviendas independientes. Ideal para inversión. Posibilidad de dejar una vivienda única en el centro de la ciudad. Muchas posibilidades. Disponemos de una amplia cartera de propiedades para vender, consulta
"
"
Piso en Rollo - Puente Ladrillo, Salamanca
",125.000,2 hab.,75 m²,Planta 2ª exterior con ascensor,/inmueble/102208588/,"
INMOBILIARIA UNA Y MIL vende una fantástica oportunidad para aquellos que buscan un lugar especial para tener su hogar soñado.
Piso listo para entrar a vivir, ubicado en LOS TORESES, 2º con ascensor con portal totalmente accesible sin barreras arquitectónicas.
Cuenta con una superficie útil bien
"
"
Piso en avenida de los Comuneros, Estación, Salamanca
",268.000,5 hab.,110 m²,Planta 7ª exterior con ascensor,/inmueble/100835372/,"
Avda. Comuneros ( Alamedilla) piso de 5 dormitorios, salón, cocina, 2 baños, calefacción, ascensor, exterior, muy luminoso, para reformar, garaje...
"
"
Piso en calle Isaac Peral, Garrido norte, Salamanca
",145.000,3 hab.,104 m²,Planta 4ª exterior con ascensor,/inmueble/101791298/,"
Calle Isaac Peral (Federico Anaya). Piso de 3 habitaciones, salón con balcón, cocina con galería, y baño. Exterior, muy luminoso, cuarto de altura, con trastero donde se puede hacer aseo. Muchas posibilidades. Buena zona, paques infantiles, comercio de barrio, colegios, instituto, biblioteca. transp
"
"
Piso en plaza España, Sancti Spiritus-San Juan, Salamanca
",250.000,2 hab.,78 m²,Planta 2ª exterior con ascensor,/inmueble/101360460/,"
PRECIOSO PISO EN PLENO CENTRO, se compone de dos dormitorios, baño salón y cocina, muy luminoso con todos los servicios esenciales cercanos, suelo tarima, ventanas climalit, ideal tanto como inversión así como vivienda familiar, garage desde el ascensor todo en muy buen estado para entrar a vivir, v
"
"
Piso en Pizarrales, Salamanca
",143.000,3 hab.,92 m²,Planta 1ª exterior con ascensor,/inmueble/100995786/,"
Gran piso en venta zona alta del Cementerio.
Junto Parque de Valhondo.
Exterior, buena luz. Ascensor
Plaza de garaje incluida en precio.
Calefacción individual de gas.
Armarios empotrados. Patio propio.
Bajamos el recio de 143.000 a 135.000, no se lo pierda.
REFERENCIA: 9714
Este anuncio no es vincu
"
"
Piso en Centro, Salamanca
",239.000,3 hab.,94 m²,Planta 2ª exterior con ascensor,/inmueble/101734739/,"
Piso en una zona Privilegiada de Salamanca, en pleno centro a 100 metros de Plaza Mayor
Salón Amplio con 2 ambientes y salida a un balcón
3 habitaciones
Baño completo y Aseo
Cocina Independiente
La vivienda dispone de Hilo Musical y Aire Acondicionado
Exterior Salón y 2 habitaciones y con mucha luz
"
"
Piso en Bolívar, Garrido sur, Salamanca
",115.000,3 hab.,66 m²,Planta 4ª exterior con ascensor,/inmueble/101923374/,"
INTERESANTE. Junto al corte inglés. Vivienda con ascensor de tres dormitorios, salón, cocina y cuarto de baño con ventana. Un dormitorio de matrimonio y los otros dos individuales. Doble ventana. Exterior el salón y dos dormitorios, el resto a patio. Muy luminoso. Edificio libre de barreras. La cale
"
"
Piso en Sancti Spiritus-San Juan, Salamanca
",380.000,4 hab.,130 m²,Planta 2ª exterior con ascensor,/inmueble/97860752/,"
Santasan inmobiliaria vende preciosa vivienda en el centro de salamanca distribuida en 4 dormitorios, salón con salida a balcón, baño y aseo con ventana y cocina con salida a galeria. Tres armarios empotrados. Servicios centrales. Dos plazas de garaje opcionales (+50.000€ cada una). Totalmente refor
"
"
Piso en paseo de la Estación, Estación, Salamanca
",155.000,3 hab.,95 m²,Planta 4ª exterior con ascensor,/inmueble/102207219/,"
¡ PASEO DE LA ESTACIÓN. FRENTE A VIALIA! . Estupendo piso de 75m2 con 3 dormitorios amplios y 1 baño completo. Cocina tipo office con galería cerrada.. . Salón con balcón.. . Muy soleado. Orientación Este. Altura.. . Portal adaptado.. . 2 ascensores.. . Calefacción central.. . Agua caliente por term
"
"
Piso en calle Zamora, Sancti Spiritus-San Juan, Salamanca
",380.000,4 hab.,149 m²,Planta 2ª con ascensor,/inmueble/98981529/,"
EXCELENTE PISO TOTALMENTE REFORMADO Y A ESTRENAR EN PLENO CENTRO DE SALAMANCA +PLAZA DE GARAJE OPCIONAL
La vivienda es una segunda planta con altura de tercero y está ubicada en un edifico emblemático de piedra de Villamayor.
Los metros construidos son 149 m² con una superficie útil de 130m2, de c
"
"
Piso en calle San Francisco Javier, Prosperidad - Delicias, Salamanca
",220.000,3 hab.,100 m²,Planta 3ª con ascensor,/inmueble/100757835/,"
Estupenda vivienda con buenas vistas y muy luminosa.
El piso consta de salón, tres dormitorios, dos baños, cocina,
Gran salón con buenas vistas y mucha luz con salida a balcón.
Los dormitorios con buena iluminación y bien distribuidos.
Cocina amueblada con electrodomésticos.
Calefacción central
"
"
Piso en Sancti Spiritus-San Juan, Salamanca
",465.000,4 hab.,185 m²,Planta 2ª exterior con ascensor,/inmueble/83258715/,"
Se Vende amplio Piso Reformado en pleno Centro de Salamanca, junto a la calle Toro.
Dispone de una superficie útil aproximada de unos 148m², distribuidos en cuatro dormitorios, un despacho, tres baños, cocina y amplio salón de unos 35m² aproximadamente con salida a balcón. Tiene exterior el salón y
"
"
Piso en Labradores, Salamanca
",370.000,3 hab.,104 m²,Planta 1ª exterior con ascensor,/inmueble/98139213/,"
Se vende PISO PARA ENTRAR A VIVIR CON PLAZA DE GARAJE DOBLE y CERRADA, en zona Centro de Salamanca; junto a la Plaza España.
Ubicado entre la calle María Auxiliadora y la Avenida de Mirat.
Orientación Sur.
Dispone de una superficie aproximada de 104m² distribuido en tres dormitorios con armarios
"
"
Piso en Chinchibarra, Salamanca
",210.000,4 hab.,115 m²,Planta 4ª exterior con ascensor,/inmueble/102210271/,"
TORREVIAL, vende estupendo piso, todo exterior, muy luminoso, junto a la Plaza Madrid y próximo al Corte Inglés, rodeado de todos los servicios, Centro de Salud, Biblioteca, etc.
Distribuido de 4 dormitorios, 2 cuartos de baños completos, cocina con galería cerrada y amplio salón con salida a balcón
"
"
Piso en Pedro Cojos, San Esteban-San Cristobal, Salamanca
",195.000,3 hab.,85 m²,Planta 3ª exterior con ascensor,/inmueble/100339598/,"
CILLEROS INMOBILIARIA
Precioso piso totalmente reformado entre Gran via y Canalejas, todo exterior, con mucha luz.
Dispone de tres dormitorios con armario empotrado, baño, salon y cocina.
Tiene servicios centrales de calefaccion y agua.
Para entrar a vivir.
En Cilleros Inmobiliaria Vendemos Hogar
"
"
Piso en avenida Villamayor, Carmelitas, Salamanca
",260.000,4 hab.,92 m²,Planta 7ª exterior con ascensor,/inmueble/101890637/,"
CILLEROS INMOBILIARIA
AVENIDA VILLAMAYOR
Preciosa vivienda con espectaculares vistas. 4 dormitorios, 1 baño aunque el aseo seria opcional, casi todo exterior. Dispone de servicios centrales, todas las zonas comunes estan reformada y son totalmente accesibles. Tiene balcon a la avenida villamayor.
"
"
Piso en Labradores, Salamanca
",213.000,3 hab.,85 m²,Planta 7ª exterior con ascensor,/inmueble/101211441/,"
TORREVIAL, vende extraordinario piso, IMPECABLE, para entrar a vivir. Junto a la Puerta Zamora.
Todo exterior. Bonitas vistas. Distribuido en tres dormitorios, baño, cocina con galería acristalada y gran salón con salida al balcón.
Este anuncio no es vinculante y puede contener errores, se muestr
"
"
Piso en bolivar, Garrido sur, Salamanca
",127.000,3 hab.,85 m²,Planta 2ª exterior con ascensor,/inmueble/98708673/,"
CILLEROS INMOBILIARIA
ZONA CORTE INGLES
precioso piso de 3 dormitorios, 1 baño, Gran salón y cocina
dispone de servicios centrales de calefaccion y agua
es totalmente accesible
aunque esta de origen, esta en buen estado
tiene balcon y terraza en la cocina
no dudes en visitarlo
inmejorable in
"
"
Piso en calle Arquitecto Repullés y Vargas, Pizarrales, Salamanca
",156.000,3 hab.,92 m²,Planta 3ª exterior con ascensor,/inmueble/88162330/,"
Magnífico piso para entrar a vivir.
Consta de salón, 3 dormitorios, cocina equipada con electrodomésticos y 2 baños. El piso es muy luminoso, con grandes ventanales, y los acabados son inmejorables: suelos de tarima, cerámica de calidad.. .
La vivienda cuenta, además, con una plaza de aparcamiento a
"
"
Piso en Carmelitas, Salamanca
",135.000,2 hab.,58 m²,Planta 5ª exterior con ascensor,/inmueble/102067148/,"
Santasan inmobiliaria vende vivienda en avenida de portugal distribuida en 2 dormitorios, salon, cocina y baño. Para reformar. Edificio sin barreras arquitectónicas.
"
"
Piso en La Salle - Vistahermosa, Salamanca
",96.000,2 hab.,53 m²,Planta 1ª con ascensor,/inmueble/102094019/,"
Santasan inmobiliaria vende vivienda en vistahermosa. Consta de 53m utiles aproximadamente. Esta distribuida en 2 dormitorios, salón con cocina americana y baño. Plaza de garaje y trastero en el mismo edificio. Servicios individuales. Totalmente exterior con vistas a la catedral. Edificio sin barrer
"
"
Piso en Vidal, Salamanca
",210.000,4 hab.,153 m²,Planta 1ª exterior con ascensor,/inmueble/99934545/,"
Inmobank vende piso, con grandes estancias, para inversión o disfrutar de sus amplios. Distribuido en hall de entrada, salón amplio con salida al balcón, comedor, tres dormitorios dobles uno con salida al patio de 20 m2. Cocina con galería y patio. Con aseo y baño amplio, ventana y plato de ducha. S
"
"
Piso en calle Arroyo de la lastra, Salesas, Salamanca
",220.150,2 hab.,86 m²,Planta 1ª exterior con ascensor,/inmueble/102188612/,"
Solución Inmobiliaria promueve y construye un exclusivo edificio de OBRA NUEVA con calidades de auténtico lujo y un diseño innovador frente al Corte Ingles, en calle Norte esquina con Arroyo de la Lastra, viviendas totalmente exteriores con de plaza de garaje y trastero opcionales.
Vivienda de 86.5
"
"
Ático en calle Arroyo de la Lastra, Salesas, Salamanca
",151.200,2 hab.,43 m², exterior con ascensor,/inmueble/102188614/,"
Solución Inmobiliaria promueve y construye un exclusivo edificio de OBRA NUEVA con calidades de auténtico lujo y un diseño innovador frente al Corte Ingles, en calle Norte esquina con Arroyo de la Lastra, viviendas totalmente exteriores con de plaza de garaje y trastero opcionales.
Vivienda de 30 m
"
"
Piso en calle Antonio Llorente Maldonado, La Platina-Hospital-Campus, Salamanca
",178.000,3 hab.,90 m²,Planta 1ª exterior con ascensor,/inmueble/101107041/,"
C/ Antonio Llorente Maldonado ( Campus) piso de 3 dormitorios, salón, cocina, baños, ascensor, calefacción, exterior, piscina y jardín comunitario, todo exterior, para entrar.
"
"
Piso en avenida de Portugal, Garrido sur, Salamanca
",179.000,4 hab.,104 m²,Planta 2ª exterior con ascensor,/inmueble/100783634/,"
Avda. Portugal piso de 4 dormitorios, salón con balcón, cocina, baño, calefacción, ascensor, exterior, para reformar...
"
"
Piso en avenida de Federico Anaya, Garrido norte, Salamanca
",164.995,6 hab.,140 m²,Planta 2ª exterior con ascensor,/inmueble/95323919/,"
REF: V046
alquileresensalamanca. com
DPTO. VENTAS
Gran piso de 140 m2 situado a tan sólo 1 minuto andando del Corte Inglés.
Tiene 6 dormitorios, 2 baños, salón grande y cocina amplia amueblada.
Exterior, terraza.
Necesita reforma.
Suelos en gres y ventanas en aluminio.
Su calefacción es indivi
"
"
Piso en Alfareros, 47, Pizarrales, Salamanca
",63.500,1 hab.,40 m²,Planta 1ª exterior con ascensor,/inmueble/92331484/,"
Apartamento con calefacción central. Un dormitorio independiente, salón con cocina americana y cuarto de baño. Dispone de un patio enorme de más de 90 metros. Luminoso. Junto al centro de salud de carretera de Ledesma. Rodeado de todo tipo de servicios, supermercado farmacia, cafeterías, etc. A diez
"
"
Piso en calle Arroyo de la Lastra, Salesas, Salamanca
",138.600,2 hab.,43 m²,Planta 1ª exterior con ascensor,/inmueble/102188583/,"
Solución Inmobiliaria promueve y construye un exclusivo edificio de OBRA NUEVA con calidades de auténtico lujo y un diseño innovador frente al Corte Ingles, en calle Norte esquina con Arroyo de la Lastra, viviendas totalmente exteriores con de plaza de garaje y trastero opcionales.
Estudio de 43.8
"
"
Piso en calle Antonio Llorente Maldonado, La Platina-Hospital-Campus, Salamanca
",178.000,3 hab.,90 m²,Planta 1ª exterior con ascensor,/inmueble/101107041/,"
C/ Antonio Llorente Maldonado ( Campus) piso de 3 dormitorios, salón, cocina, baños, ascensor, calefacción, exterior, piscina y jardín comunitario, todo exterior, para entrar.
"
